Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,74.548,74.548,screen dark,37.39819696799999
0,37.354,37.354,wifi running,0.17655143975999996
37.354,40.159,2.8049999999999997,wifi scan,0.62799462
40.159,50.888,10.729,wifi running,0.05070997475999999
50.888,51.15,0.26200000000000045,wifi scan,0.058657608000000104
51.15,71.518,20.368000000000002,wifi running,0.09626812992
71.518,74.548,3.030000000000001,wifi scan,0.6783685200000003
0,74.548,74.548,audio,3.3380208864
0,2.884,2.884,audio,0.1291362912
40.159,74.548,34.389,audio,1.5398293752
40.159,43.161,3.0020000000000024,audio,0.1344199536000001
0,74.548,74.548,phone_scanning,25.591493462400003
0.0,73.20745300000272,73.20745300000272,core 0 cpu_idle start,2.1094507959591784
73.20745300000272,92.10356899999897,18.896115999996255,core 0 cpu_idle,0.5444859137050921
92.10356899999897,92.22588499999983,0.12231600000086473,core 0 cpu_frequency,0.046685663840490055
92.22588499999983,92.24115899999742,0.015273999997589272,core 0 cpu_frequency,0.005829791927319871
92.24115899999742,92.26192199999787,0.020763000000442844,core 0 cpu_idle,0.0005982796161127605
92.26192199999787,92.26619699999719,0.004274999999324791,core 0 cpu_frequency,0.0384782434364226
92.26619699999719,98.6277689999988,6.361572000001615,core 0 cpu_idle,0.18330678870844655
98.6277689999988,98.80719999999565,0.1794309999968391,core 0 cpu_frequency,0.06848536044635355
98.80719999999565,98.81034699999873,0.003147000003082212,core 0 cpu_idle,9.067986098881302e-05
98.81034699999873,98.81056099999842,0.00021399999968707561,core 0 cpu_frequency,8.167968252056279e-05
98.81056099999842,99.25314200000139,0.4425810000029742,core 0 cpu_idle,0.0127528387407857
99.25314200000139,99.25640399999975,0.0032619999983580783,core 0 cpu_frequency,0.0012450426384933101
99.25640399999975,99.59595199999603,0.3395479999962845,core 0 cpu_idle,0.009783973755492939
99.59595199999603,99.5960269999996,7.500000356230885e-05,core 0 cpu_frequency,0.0006750569345634822
99.5960269999996,99.8026069999978,0.20657999999821186,core 0 cpu_idle,0.005952540725948476
99.8026069999978,99.8433939999959,0.04078699999809032,core 0 cpu_frequency,0.015567613157391113
99.8433939999959,99.84905900000012,0.0056650000042282045,core 0 cpu_frequency,0.05098929807355704
99.84905900000012,102.24883299999783,2.3997739999977057,core 0 cpu_idle,0.0691487678777339
102.24883299999783,102.27183900000091,0.023006000003078952,core 0 cpu_frequency,0.008780947565735176
102.27183900000091,102.28983399999561,0.017994999994698446,core 0 cpu_idle,0.0005185205263472373
102.28983399999561,102.28992599999765,9.200000204145908e-05,core 0 cpu_frequency,0.0008280698187746805
102.28992599999765,102.4526709999991,0.16274500000145053,core 0 cpu_idle,0.004689448351541797
102.4526709999991,102.49343599999702,0.040764999997918494,core 0 cpu_frequency,0.01555921618060553
102.49343599999702,102.53419399999984,0.0407580000028247,core 0 cpu_frequency,0.3668529231200244
102.53419399999984,102.63415900000109,0.09996500000124797,core 0 cpu_frequency,0.03815471717387633
102.63415900000109,103.53617400000076,0.9020149999996647,core 0 cpu_idle,0.02599129162049034
103.53617400000076,103.67707099999825,0.14089699999749428,core 0 cpu_frequency,0.05377767404076361
103.67707099999825,103.75731100000121,0.08024000000295928,core 0 cpu_idle,0.002312091528085271
103.75731100000121,104.1242510000011,0.3669399999998859,core 0 cpu_frequency,2.984353776909872
104.1242510000011,104.22125100000267,0.0970000000015716,core 0 cpu_frequency,0.037023033720599854
104.22125100000267,104.24655999999959,0.025308999996923376,core 0 cpu_idle,0.0007292712422113481
104.24655999999959,104.2470039999971,0.0004439999975147657,core 0 cpu_frequency,0.0001694662564914339
104.2470039999971,104.35480599999573,0.10780199999862816,core 0 cpu_idle,0.003106282289360471
104.35480599999573,104.49262299999828,0.13781700000254204,core 0 cpu_frequency,0.05260209730189025
104.49262299999828,104.51795799999672,0.025334999998449348,core 0 cpu_idle,0.0007300204244553185
104.51795799999672,104.54625900000246,0.028301000005740207,core 0 cpu_frequency,0.010801947190950926
104.54625900000246,104.57800000000134,0.03174099999887403,core 0 cpu_idle,0.0009146073926675556
0.0,73.23128100000031,73.23128100000031,core 1 cpu_idle start,2.110137392630709
73.23128100000031,92.103575000001,18.872294000000693,core 1 cpu_idle,0.54379948992182
92.103575000001,92.10366699999577,9.199999476550147e-05,core 1 cpu_frequency,3.511462792209262e-05
92.10366699999577,92.22589100000187,0.12222400000609923,core 1 cpu_idle,0.003521847892975748
92.22589100000187,92.22594099999696,4.999999509891495e-05,core 1 cpu_frequency,1.9084036129350134e-05
92.22594099999696,92.2619279999999,0.0359870000029332,core 1 cpu_idle,0.0010369546089845194
92.2619279999999,92.26927599999908,0.00734799999918323,core 1 cpu_frequency,0.06613757492024844
92.26927599999908,98.62777500000084,6.358499000001757,core 1 cpu_idle,0.18321824113535065
98.62777500000084,98.62939799999731,0.001622999996470753,core 1 cpu_frequency,0.0006194678721329544
98.62939799999731,98.81035300000076,0.18095500000345055,core 1 cpu_idle,0.005214164038599427
98.81035300000076,99.12000899999839,0.3096559999976307,core 1 cpu_frequency,0.11818973741765569
99.12000899999839,99.25314899999648,0.13313999999809312,core 1 cpu_idle,0.003836389157945054
99.25314899999648,99.25394100000267,0.0007920000061858445,core 1 cpu_frequency,0.0003022911642810179
99.25394100000267,99.5959589999984,0.3420179999957327,core 1 cpu_idle,0.009855146064477039
99.5959589999984,99.61630999999761,0.020350999999209307,core 1 cpu_frequency,0.18317444029658314
99.61630999999761,99.80261500000051,0.1863050000029034,core 1 cpu_idle,0.005368322683583661
