Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,74.064,74.064,screen dark,38.71473408
0,15.154,15.154,wifi running,0.0746304192
15.154,15.383,0.2289999999999992,wifi scan,0.053421119999999815
15.383,38.253,22.87,wifi running,0.112630176
38.253,41.603,3.3500000000000014,wifi scan,0.7814880000000004
41.603,70.112,28.508999999999993,wifi running,0.14040112319999998
70.112,74.064,3.951999999999998,wifi scan,0.9219225599999996
0,74.064,74.064,audio,3.455529984
0,2.818,2.818,audio,0.13147660800000002
39.536,74.064,34.52799999999999,audio,1.6109383679999998
39.536,41.603,2.067,audio,0.09643795200000001
0,74.064,74.064,phone_scanning,26.492396543999998
0.0,74.00277800000185,74.00277800000185,core 0 cpu_idle start,2.2218594066720563
74.00277800000185,104.583000000006,30.58022200000414,core 0 cpu_idle,0.9181405853281245
0.0,74.01049200000125,74.01049200000125,core 1 cpu_idle start,2.222091011808038
74.01049200000125,104.583000000006,30.572508000004746,core 1 cpu_idle,0.9179089801921426
