Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,82.64,82.64,screen dark,41.837656960000004
0,82.64,82.64,wifi running,0.3941729664
0,82.64,82.64,audio,3.7342702080000003
0,2.371,2.371,audio,0.10713885120000001
0,82.64,82.64,phone_scanning,28.629404928
0.0,63.707551999992575,63.707551999992575,core 0 cpu_idle start,1.8525391630973842
63.707551999992575,66.35685099998955,2.6492989999969723,core 0 cpu_idle,0.07703843576111197
66.35685099998955,66.35748399999284,0.0006330000032903627,core 0 cpu_frequency,0.005195428095246071
66.35748399999284,72.47502699999313,6.117543000000296,core 0 cpu_idle,0.17789080938840862
72.47502699999313,72.8083159999951,0.3332890000019688,core 0 cpu_frequency,2.4677436131229777
72.8083159999951,78.76584300000104,5.957527000005939,core 0 cpu_idle,0.1732377361277727
78.76584300000104,78.76730999999563,0.0014669999945908785,core 0 cpu_frequency,0.010861984245149699
78.76730999999563,102.1310000000085,23.363690000012866,core 0 cpu_idle,0.6793880687723742
0.0,63.82322700000077,63.82322700000077,core 1 cpu_idle start,1.8559028532876225
63.82322700000077,66.35685599999852,2.5336289999977453,core 1 cpu_idle,0.07367489096513444
66.35685599999852,66.36967000000004,0.012814000001526438,core 1 cpu_frequency,0.10517253597844844
66.36967000000004,72.47503299999516,6.105362999995123,core 1 cpu_idle,0.17753662960425817
72.47503299999516,72.80458699999144,0.32955399999627843,core 1 cpu_frequency,2.440088867814845
72.80458699999144,78.7658470000024,5.961260000010952,core 1 cpu_idle,0.1733462872883185
78.7658470000024,79.00634100000025,0.24049399999785237,core 1 cpu_frequency,1.7806694264904985
79.00634100000025,102.1310000000085,23.12465900000825,core 1 cpu_idle,0.67243733412944
