Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,77.75,77.75,screen dark,33.613890749999996
0,10.004,10.004,wifi running,0.040748492879999994
10.004,13.152,3.1479999999999997,wifi scan,0.607381416
13.152,77.75,64.598,wifi running,0.26312186556
0,77.75,77.75,audio,3.0002481000000003
0,2.311,2.311,audio,0.0891777924
10.004,77.75,67.746,audio,2.6142097464
10.004,13.152,3.1479999999999997,audio,0.1214762832
25.381,77.75,52.369,audio,2.0208359196
25.381,28.389,3.007999999999999,audio,0.11607390719999996
11.575,77.75,66.175,video,9.363153689999999
11.575,25.381,13.806000000000001,video,1.9534219848
0,77.75,77.75,phone_scanning,23.001902100000002
0.0,76.66182599999593,76.66182599999593,core 0 cpu_idle start,1.9036932948709988
76.66182599999593,98.153999999995,21.492173999999068,core 0 cpu_idle,0.5337011870288768
0.0,76.66442399998778,76.66442399998778,core 1 cpu_idle start,1.9037578093160965
76.66442399998778,98.153999999995,21.48957600000722,core 1 cpu_idle,0.5336366725837792
