Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,75.861,75.861,screen dark,37.028816154
0,47.98,47.98,wifi running,0.22064850479999995
47.98,49.091,1.1110000000000042,wifi scan,0.2420157960000009
49.091,75.861,26.770000000000003,wifi running,0.1231088052
0,75.861,75.861,audio,3.3050513592
0,1.778,1.778,audio,0.07746248160000001
0,75.861,75.861,phone_scanning,25.3387270872
0.0,56.33902899999521,56.33902899999521,core 0 cpu_idle start,1.5795379187525656
56.33902899999521,56.43564199999673,0.0966130000015255,core 0 cpu_idle,0.0027086710519427697
56.43564199999673,56.47448999999324,0.03884799999650568,core 0 cpu_frequency,0.27732686312385485
56.47448999999324,59.33086099999491,2.8563710000016727,core 0 cpu_idle,0.0800820742673469
59.33086099999491,59.33092399999441,6.299999949987978e-05,core 0 cpu_frequency,0.0004497423867297577
59.33092399999441,60.372546999991755,1.0416229999973439,core 0 cpu_idle,0.029203254914825533
60.372546999991755,60.40044199998374,0.02789499999198597,core 0 cpu_frequency,0.1991359360922897
60.40044199998374,64.774808999995,4.3743670000112616,core 0 cpu_idle,0.12264106552241573
64.774808999995,64.81891399998858,0.04410499999357853,core 0 cpu_frequency,0.3148553670046586
64.81891399998858,80.38192499999423,15.563011000005645,core 0 cpu_idle,0.43632924529945827
80.38192499999423,80.38202499998442,9.99999901978299e-05,core 0 cpu_frequency,0.0007138767400245808
80.38202499998442,95.15799999999581,14.775975000011385,core 0 cpu_idle,0.4142636678928192
0.0,56.342224999985774,56.342224999985774,core 1 cpu_idle start,1.579627522767101
56.342224999985774,56.43564799998421,0.09342299999843817,core 1 cpu_idle,0.0026192352548562122
56.43564799998421,56.458665999991354,0.02301800000714138,core 1 cpu_frequency,0.16432016417678066
56.458665999991354,59.33086599998933,2.8721999999979744,core 1 cpu_idle,0.0805258608599432
59.33086599998933,59.33999999999651,0.009134000007179566,core 1 cpu_frequency,0.06520550787665326
59.33999999999651,60.372552999993786,1.0325529999972787,core 1 cpu_idle,0.028948965673823705
60.372552999993786,60.39804699999513,0.02549400000134483,core 1 cpu_frequency,0.18199575395100043
60.39804699999513,64.77481399998942,4.376766999994288,core 1 cpu_idle,0.12270835264193987
64.77481399998942,64.77490699998452,9.299999510403723e-05,core 1 cpu_frequency,0.0006639053983488572
64.77490699998452,80.38195999998425,15.607052999999723,core 1 cpu_idle,0.4375640200238922
80.38195999998425,80.38242499998887,0.0004650000046240166,core 1 cpu_frequency,0.003319527199509782
80.38242499998887,95.15799999999581,14.775575000006938,core 1 cpu_idle,0.4142524533726945
