"Joule_calculated","subject","browser","fcp","V1","type","joule_normalized","fcp_normalized","payload_normalized"
805.2606,"http-independent-co-uk-batterystats-independent-independent-noanalytics","opera",1760.7,8610,"noanalytics",1.30053018039778,0.128001042354502,0.543134737187442
781.5366,"http-independent-co-uk-batterystats-independent-independent-noanalytics","opera",1601.2,7926,"noanalytics",1.22924292176208,-0.165540571952053,0.407918740945035
273.1968,"http-independent-co-uk-batterystats-independent-independent-noanalytics","opera",1555.3,10281,"noanalytics",-1.27636814308146,-0.255744478392445,0.838318493952991
256.1544,"http-independent-co-uk-batterystats-independent-independent-noanalytics","opera",1447.4,8473,"noanalytics",-1.42991724200098,-0.474441387788774,0.51113110133402
694.656,"http-independent-co-uk-batterystats-independent-independent-noanalytics","opera",1259.9,7473,"noanalytics",0.948314944416693,-0.774070859505182,0.299164132551331
528.31116,"http-science-org-batterystats-science-science-full","chrome",2614.9,11288,"full",0.295774670317852,0.831740286663613,1.17776855244864
502.32096,"http-science-org-batterystats-science-science-full","chrome",2940.1,10840,"full",0.175517599008217,1.15939234340466,1.00133129752569
460.2096,"http-science-org-batterystats-science-science-full","chrome",2905.1,9795,"full",-0.0332074320850064,1.12376882255426,0.755415026360469
424.4652,"http-science-org-batterystats-science-science-full","chrome",2612.7,10496,"full",-0.225948003733721,0.825197875733766,0.906228700757338
521.93376,"http-science-org-batterystats-science-science-full","chrome",3078,13646,"full",0.266823173270457,1.3305615131789,2.06536065002228
419.93964,"http-science-org-batterystats-science-science-full","opera",1632.9,10371,"full",-0.251500772231972,-0.0813228717724495,0.871770972189959
396.36612,"http-science-org-batterystats-science-science-full","opera",1721.4,11546,"full",-0.389223129742384,0.0696849203184557,1.24545931165828
413.93088,"http-science-org-batterystats-science-science-full","opera",1637.4,11258,"full",-0.285857034738487,-0.0720117052528802,1.15034938037601
560.33964,"http-science-org-batterystats-science-science-full","opera",1705,9989,"full",0.436083743160106,0.0441123922489626,0.780349497982251
424.90944,"http-science-org-batterystats-science-science-full","opera",2170.2,10029,"full",-0.223454381777411,0.412968585979671,0.79300007724277
406.3932,"http-science-org-batterystats-science-science-noads","chrome",2686.1,9623,"noads",-0.329667369881543,0.892318535094087,0.724891626082159
446.44464,"http-science-org-batterystats-science-science-noads","chrome",3350.7,10871,"noads",-0.105597499020836,1.58501483835917,1.00902433633217
349.68564,"http-science-org-batterystats-science-science-noads","chrome",2574.2,9763,"noads",-0.687930480141072,0.780349497982251,0.749254703224776
412.94016,"http-science-org-batterystats-science-science-noads","chrome",2354,8687,"noads",-0.291569525270455,0.559345532974878,0.570234707771494
429.1884,"http-science-org-batterystats-science-science-noads","chrome",2372.9,9330,"noads",-0.199568215396496,0.581191922386159,0.689131147209014
401.87772,"http-science-org-batterystats-science-science-noads","opera",1401.7,10183,"noads",-0.356303036148683,-0.586696725427622,0.831740286663613
746.55936,"http-science-org-batterystats-science-science-noads","opera",1188.1,11752,"noads",1.12009290479227,-0.949055092751712,1.3534061120182
537.28704,"http-science-org-batterystats-science-science-noads","opera",1279.5,9414,"noads",0.335935851134615,-0.749254703224776,0.700951419584212
393.49008,"http-science-org-batterystats-science-science-noads","opera",1374.7,9595,"noads",-0.406583573599859,-0.659991538619561,0.718868052822716
504.20592,"http-science-org-batterystats-science-science-noads","opera",1645.7,11564,"noads",0.184446331645889,-0.0580563997946523,1.25560488533233
545.82444,"http-science-org-batterystats-science-science-noanalytics","chrome",2968.6,7287,"noanalytics",0.373517353019221,1.17776855244864,0.260543656847999
352.83888,"http-science-org-batterystats-science-science-noanalytics","chrome",4283.5,8510,"noanalytics",-0.666530660954738,2.25594502801315,0.527065436033742
356.70744,"http-science-org-batterystats-science-science-noanalytics","chrome",3171.6,7389,"noanalytics",-0.640535975289364,1.45273877664645,0.289469362171406
498.31308,"http-science-org-batterystats-science-science-noanalytics","chrome",2896.8,7129,"noanalytics",0.156421076059326,1.10648068751121,0.246163646661359
426.4056,"http-science-org-batterystats-science-science-noanalytics","chrome",2629.3,6475,"noanalytics",-0.215075223590069,0.838318493952991,0.170248367898512
397.36224,"http-science-org-batterystats-science-science-noanalytics","opera",2131.4,8448,"noanalytics",-0.383239674890816,0.387821480464741,0.505848564254806
297.48096,"http-science-org-batterystats-science-science-noanalytics","opera",2204.4,6722,"noanalytics",-1.0733638547997,0.433275252222885,0.203314927298569
311.1408,"http-science-org-batterystats-science-science-noanalytics","opera",1834.9,7495,"noanalytics",-0.966339619067662,0.170248367898512,0.31375950359513
528.7572,"http-science-org-batterystats-science-science-noanalytics","opera",1589.3,8042,"noanalytics",0.297786463763719,-0.203314927298569,0.438379628835157
402.46704,"http-science-org-batterystats-science-science-noanalytics","opera",1612.2,11176,"noanalytics",-0.352809855178413,-0.128001042354502,1.13254016686964
